runtime,1 card in a Pack,6 cards in a Pack
4768,2381,2376
4769,4599,2682
4770,2572,2106
4771,2748,3240
4772,2381,2592
4773,2078,2574
4774,3007,2334
4775,2750,2316
4776,3186,3978
4777,2377,2574
4778,2188,2244
4779,2421,2046
4780,2695,2976
4781,2310,2388
4782,3276,4080
4783,3572,2154
4784,3040,2742
4785,2156,2052
4786,3496,2598
4787,2156,2724
4788,2283,2904
4789,3062,2364
4790,2571,2358
4791,2626,2364
4792,2468,3048
4793,2248,1938
4794,2239,1998
4795,2718,3156
4796,2457,2448
4797,2318,2796
4798,3147,2700
4799,2613,2964
4800,2327,3882
4801,2336,2724
4802,2580,2472
4803,2609,3378
4804,2045,2346
4805,3089,2238
4806,2794,2262
4807,2540,2586
4808,2238,2628
4809,2779,4122
4810,4492,2064
4811,3115,3084
4812,3325,2856
4813,2427,1926
4814,2279,4170
4815,1988,3828
4816,1908,2568
4817,2397,2766
4818,2160,2388
4819,1901,2214
4820,2383,2916
4821,2905,1938
4822,2567,1986
4823,2928,2952
4824,2369,2076
4825,3691,2226
4826,2616,2664
4827,2319,3246
4828,2323,2238
4829,1888,2592
4830,1967,2358
4831,2216,3180
4832,2223,2226
4833,2971,2352
4834,2886,2838
4835,2008,2280
4836,2755,3192
4837,3318,2676
4838,3317,2856
4839,2257,2634
4840,2836,2574
4841,2725,2934
4842,2555,2448
4843,3267,2412
4844,2064,2178
4845,3532,2754
4846,2538,2322
4847,2177,2202
4848,2474,2088
4849,3385,2094
4850,2750,2610
4851,2429,3132
4852,2477,2424
4853,3072,2826
4854,2097,2232
4855,4170,2430
4856,2064,2250
4857,2860,1770
4858,2103,2148
4859,2563,2298
4860,3194,1956
4861,3002,2868
4862,2788,2412
4863,2520,3324
4864,3477,2172
4865,2402,2472
4866,2197,2730
4867,2391,3558
4868,2157,3780
4869,2160,2730
4870,2841,2742
4871,2370,2286
4872,2731,3516
4873,2109,2484
4874,1960,2376
4875,1888,2682
4876,3257,1956
4877,2391,2352
4878,2926,1680
4879,2097,2460
4880,3455,3060
4881,3013,2298
4882,2206,3084
4883,3249,2688
4884,2373,2646
4885,2640,2394
4886,2313,3348
4887,2131,3534
4888,2878,3690
4889,1725,2526
4890,3393,2142
4891,2501,2424
4892,2660,2802
4893,2769,2502
4894,2631,2670
4895,2360,2490
4896,3121,2400
4897,2567,2448
4898,2296,2760
4899,2284,2484
4900,2380,3354
4901,2777,3594
4902,3118,2688
4903,2721,2376
4904,2811,2592
4905,2585,2220
4906,2631,2526
4907,4021,3144
4908,2069,1758
4909,3140,1932
4910,2045,2490
4911,2357,2442
4912,2510,3360
4913,3100,2052
4914,2160,2280
4915,3425,2310
4916,3225,2484
4917,2585,3306
4918,2598,2082
4919,2225,2214
4920,2699,3000
4921,2522,2550
4922,2563,2616
4923,2720,3636
4924,2389,2334
4925,2248,2454
4926,3166,2412
4927,2493,2190
4928,2918,2070
4929,2018,2538
4930,3722,2076
4931,2745,2394
4932,2346,2682
4933,2686,2046
4934,3374,2820
4935,2284,2406
4936,2987,3246
4937,2003,2286
4938,2211,3510
4939,3406,2118
4940,2295,2088
4941,2997,1980
4942,2899,3738
4943,2565,1938
4944,2345,1968
4945,2740,2706
4946,2274,1884
4947,3703,2538
4948,2826,2688
4949,2359,2562
4950,2424,2520
4951,2549,2622
4952,2765,3162
4953,2728,3522
4954,2580,3588
4955,2781,2958
4956,2419,2004
4957,2119,2562
4958,2861,2928
4959,3464,2784
4960,2460,2256
4961,2116,2880
4962,2656,2574
4963,2729,2538
4964,2342,2532
4965,2603,2058
4966,2006,2502
4967,3142,2982
4968,2763,2202
4969,3116,3432
4970,2811,2742
4971,3727,2376
4972,2090,2496
4973,4011,2592
4974,2241,2184
4975,2434,2262
4976,2628,2352
4977,2642,2250
4978,1829,2706
4979,2935,2640
4980,2237,2364
4981,2640,2886
4982,3108,1968
4983,2371,2670
4984,2181,3216
4985,3201,2532
4986,3627,3054
4987,2733,2814
4988,2679,2670
4989,4442,2232
4990,2509,2064
4991,2166,2964
4992,2401,2346
4993,1833,2346
4994,2980,2394
4995,2148,2544
4996,2484,2406
4997,3452,2178
4998,2615,3192
4999,2503,2334
5000,2491,2520
5001,2470,2400
5002,3066,2298
5003,1880,3060
5004,2402,1836
5005,3141,2190
5006,2523,2532
5007,2101,2226
5008,2903,4128
5009,2530,2106
5010,2183,3288
5011,3141,2094
5012,2091,4614
5013,3320,2244
5014,2039,2286
5015,2807,2166
5016,3184,3276
5017,2814,2298
5018,3119,2526
5019,3458,2358
5020,2676,2472
5021,2273,2634
5022,3187,3000
5023,2554,2994
5024,2659,1872
5025,2805,2562
5026,2079,2766
5027,3229,3642
5028,2051,2442
5029,3810,3186
5030,2835,3498
5031,2759,3072
5032,2412,2568
5033,2472,2322
5034,2734,3936
5035,2334,2124
5036,1963,2172
5037,1897,1962
5038,2339,2298
5039,2953,2568
5040,2342,2130
5041,2855,2712
5042,2910,2190
5043,2309,2430
5044,2913,2346
5045,1922,2514
5046,4043,2160
5047,2045,2160
5048,2871,2988
5049,2759,2022
5050,3639,2562
5051,3026,2958
5052,2547,2346
5053,3328,2070
5054,2942,2910
5055,2877,2760
5056,3345,2082
5057,3913,3000
5058,2175,2418
5059,2375,2100
5060,3388,3078
5061,3157,2970
5062,2724,2322
5063,1819,2796
5064,3292,2946
5065,3072,1932
5066,1914,3528
5067,2444,2934
5068,2783,2298
5069,2190,2652
5070,3158,2742
5071,4215,2370
5072,2583,2238
5073,2927,2550
5074,2180,1944
5075,2631,2286
5076,2929,2718
5077,2700,2418
5078,3209,2970
5079,2451,2286
5080,2253,2790
5081,3092,2442
5082,1835,2562
5083,2409,2490
5084,2241,3090
5085,2401,1752
5086,2131,2718
5087,2438,3330
5088,2249,2118
5089,2406,2394
5090,2721,2424
5091,2432,2340
5092,2161,3252
5093,2460,2466
5094,2576,2034
5095,2456,2418
5096,2483,3462
5097,2792,3300
5098,3642,2382
5099,2816,3156
5100,4371,2820
5101,1893,1752
5102,1972,2484
5103,2912,2904
5104,2598,2904
5105,2461,2094
5106,2935,2520
5107,4137,1968
5108,2535,2760
5109,2264,3438
5110,2913,3006
5111,2016,2940
5112,2594,2502
5113,2959,3102
5114,2220,2016
5115,1964,3054
5116,2593,2118
5117,3096,2766
5118,1917,2160
5119,3628,2496
5120,1912,2160
5121,2147,2388
5122,2153,2598
5123,2321,2790
5124,2460,2166
5125,2325,2340
5126,4086,3498
5127,3401,1860
5128,2179,2256
5129,2643,2388
5130,1935,2838
5131,2267,2508
5132,2816,3210
5133,2587,3006
5134,2549,3480
5135,3769,3828
5136,2380,3006
5137,2839,2598
5138,2798,2730
5139,1929,2028
5140,2205,2826
5141,1906,2706
5142,2703,3012
5143,2083,3510
5144,3207,2682
5145,2667,2670
5146,2173,3810
5147,2874,2916
5148,2683,2610
5149,2051,2580
5150,1952,2076
5151,2194,2028
5152,2779,2292
5153,2322,2874
5154,2799,2550
5155,2158,2910
5156,1889,2352
5157,2040,2058
5158,3277,2754
5159,3360,2418
5160,3205,2316
5161,1813,2358
5162,2219,2640
5163,2585,2502
5164,2333,2586
5165,2489,2496
5166,3101,2292
5167,2542,2424
5168,4759,2880
5169,2869,3204
5170,2355,2418
5171,2304,2628
5172,2775,2544
5173,3088,2676
5174,2860,3372
5175,2576,2334
5176,3317,1830
5177,2271,2310
5178,2111,2586
5179,2739,2808
5180,2469,3006
5181,2436,3126
5182,2702,3066
5183,2971,2112
5184,2917,2592
5185,2448,2562
5186,2149,2100
5187,2317,3564
5188,3999,2502
5189,2589,2802
5190,1987,2316
5191,2919,2478
5192,2505,2592
5193,3165,1734
5194,2884,2214
5195,2601,2244
5196,3411,2508
5197,2598,2610
5198,2421,2670
5199,2536,3846
5200,2710,2256
5201,3937,2136
5202,1940,2418
5203,4814,3156
5204,2816,2442
5205,3398,2148
5206,2820,2124
5207,2521,2400
5208,2553,2592
5209,2800,3156
5210,2072,3138
5211,2455,2394
5212,2806,2850
5213,2083,2238
5214,2129,4014
5215,3863,2148
5216,2122,2502
5217,2440,2916
5218,2868,3570
5219,2832,2064
5220,2036,3168
5221,2480,2784
5222,2347,3300
5223,2793,2130
5224,3901,2508
5225,2339,2382
5226,3499,3606
5227,2012,2292
5228,2408,2670
5229,2932,2298
5230,2168,2544
5231,2136,2658
5232,2595,2442
5233,3106,1800
5234,3321,2154
5235,2546,1968
5236,2258,2676
5237,2566,2868
5238,1801,2430
5239,2409,3456
5240,2621,1758
5241,2416,1956
5242,2153,2382
5243,2434,2718
5244,2138,2646
5245,3044,2616
5246,2873,3252
5247,2314,2346
5248,2220,3834
5249,2382,2268
5250,2230,2094
5251,2505,3516
5252,2316,2592
5253,2671,2700
5254,2858,2976
5255,2317,3300
5256,2208,2274
5257,2617,2262
5258,2074,2244
5259,2519,4044
5260,3590,2556
5261,2371,3084
5262,2550,2598
5263,2538,2712
5264,1939,3024
5265,3368,2544
5266,2622,2298
5267,2610,1800
5268,2507,3204
5269,2190,2160
5270,2368,2022
5271,2168,2088
5272,3133,2016
5273,2739,2610
5274,3545,2568
5275,2173,1836
5276,2063,3726
5277,2228,2514
5278,2622,1974
5279,2398,2334
5280,2264,2598
5281,2994,2232
5282,2384,2202
5283,2603,2676
5284,2593,2190
5285,2315,2316
5286,3151,2064
5287,2256,2322
5288,2419,2010
5289,2309,2244
5290,2576,2688
5291,1794,2190
5292,2532,2970
5293,4612,2232
5294,2592,2964
5295,1934,2406
5296,2370,2256
5297,2153,2256
5298,2397,2988
5299,2276,1974
5300,2224,2304
5301,2543,2106
5302,3330,2550
5303,2328,1794
5304,2512,2736
5305,1857,2256
5306,2475,2526
5307,2891,1956
5308,2653,1968
5309,2283,1914
5310,2657,2184
5311,2825,1824
5312,2091,2484
5313,2294,2142
5314,2173,2442
5315,4920,3450
5316,2899,2442
5317,3571,2004
5318,2781,3072
5319,1866,3162
5320,2439,2064
5321,1985,2418
5322,2743,2748
5323,2294,3306
5324,2897,2094
5325,2313,2436
5326,3982,2298
5327,2862,2088
5328,2149,1794
5329,1966,2280
5330,3042,2796
5331,2826,2112
5332,1670,3216
5333,2951,2472
5334,2579,2160
5335,2645,2802
5336,1988,2628
5337,2484,2628
5338,2854,2088
5339,2580,2190
5340,3003,2940
5341,2215,2154
5342,2871,3300
5343,2267,2490
5344,2837,2184
5345,2746,2694
5346,2857,3150
5347,2344,1920
5348,2834,3096
5349,2409,2094
5350,2566,2574
5351,2762,2118
5352,2296,1878
5353,4085,3018
5354,2833,2214
5355,1796,2268
5356,3487,1800
5357,2434,2694
5358,3822,1632
5359,3056,2424
5360,2941,1734
5361,2110,2772
5362,2469,2172
5363,5183,3786
5364,2575,2514
5365,2657,2802
5366,2221,2328
5367,3078,2598
5368,3151,2304
5369,2579,2478
5370,3116,2280
5371,2583,2202
5372,2510,1932
5373,3068,2802
5374,2097,2400
5375,2823,3162
5376,2362,3030
5377,2597,2070
5378,2570,2514
5379,2273,1956
5380,1912,2196
5381,2269,2466
5382,2400,2604
5383,3170,2160
5384,2348,2064
5385,2833,2088
5386,2400,2400
5387,4230,2466
5388,2368,2400
5389,1973,3294
5390,2238,2544
5391,2216,2184
5392,2737,2364
5393,3427,2826
5394,3230,2178
5395,1967,2328
5396,2063,2796
5397,3083,1692
5398,2661,2862
5399,2762,2544
5400,2158,2760
5401,2665,1860
5402,2812,2484
5403,2627,3264
5404,2180,2292
5405,2051,2742
5406,2027,3576
5407,3136,2256
5408,2965,2580
5409,1990,2718
5410,3228,2574
5411,2336,2862
5412,2233,3354
5413,2834,2352
5414,2560,2658
5415,2984,2958
5416,1819,2178
5417,3052,2328
5418,2500,2718
5419,2535,2580
5420,3977,3384
5421,3770,2100
5422,6204,2946
5423,2654,3462
5424,2532,2616
5425,3309,2016
5426,2371,2262
5427,2424,3462
5428,2234,2130
5429,2000,1722
5430,2451,3078
5431,2954,3912
5432,2151,2364
5433,2940,2172
5434,2620,2460
5435,2393,2214
5436,2350,2688
5437,2468,2634
5438,3579,3210
5439,3776,3288
5440,2578,2268
5441,3298,3504
5442,2478,1656
5443,1764,3030
5444,1924,2796
5445,3664,3012
5446,2944,2706
5447,3352,3408
5448,3484,1608
5449,2893,2364
5450,2098,2076
5451,2714,2262
5452,3203,2634
5453,1933,3024
5454,1855,2028
5455,2898,2196
5456,2144,2496
5457,2701,2154
5458,2625,2688
5459,2743,1974
5460,2284,2412
5461,2334,2580
5462,2565,2388
5463,2400,2712
5464,3096,2940
5465,2959,2688
5466,2098,3060
5467,2420,2484
5468,3872,2040
5469,2453,4050
5470,2686,2664
5471,2167,2220
5472,2425,3396
5473,2741,2346
5474,3507,2652
5475,2047,3042
5476,2647,3420
5477,1909,2370
5478,2449,2622
5479,2408,3126
5480,2502,1854
5481,4064,4488
5482,3213,2598
5483,2942,2244
5484,2443,2502
5485,2964,4020
5486,2559,2310
5487,1973,1782
5488,3060,2364
5489,2566,3090
5490,2963,2532
5491,2041,2946
5492,2260,2370
5493,2075,2934
5494,2028,2430
5495,2206,1770
5496,2623,2670
5497,2645,2508
5498,2472,2694
5499,3103,2046
5500,2146,2352
5501,2242,3228
5502,1801,2220
5503,2115,2460
5504,2860,2508
5505,2461,2070
5506,2823,2370
5507,2208,2556
5508,2262,2394
5509,3241,2736
5510,1967,2298
5511,1835,2142
5512,2537,2682
5513,2291,3018
5514,2274,3120
5515,2830,2508
5516,2054,2802
5517,2254,2388
5518,2950,2490
5519,2924,3000
5520,2758,2412
5521,2379,2190
5522,2326,2082
5523,2266,3180
5524,2139,2562
5525,5238,1938
5526,2595,2874
5527,2431,2580
5528,2728,3522
5529,2130,3558
5530,2164,2970
5531,2575,3384
5532,2310,2142
5533,3121,2046
5534,2176,3288
5535,2533,2160
5536,2356,3168
5537,2451,2610
5538,2862,2082
5539,2473,2592
5540,2537,1860
5541,2682,2394
5542,2136,2400
5543,3152,2202
5544,2779,2772
5545,2973,1746
5546,2344,2484
5547,2870,2628
5548,2300,2616
5549,2947,3276
5550,2481,2298
5551,2267,3246
5552,3024,3552
5553,2469,2340
5554,1980,2826
5555,2389,3516
5556,2384,2418
5557,2991,2856
5558,2259,2502
5559,2616,1926
5560,2562,2034
5561,2348,2286
5562,3890,2496
5563,4069,1932
5564,2431,3498
5565,2937,2274
5566,3308,4194
5567,2449,3222
5568,2015,2424
5569,4067,2412
5570,1973,2082
5571,2350,2298
5572,2937,3090
5573,1967,2322
5574,2067,3240
5575,2594,2196
5576,2305,3102
5577,2393,2106
5578,2680,2004
5579,1754,2766
5580,1811,2274
5581,2467,2736
5582,3198,2052
5583,1974,2058
5584,3323,6138
5585,2253,2034
5586,2739,3276
5587,1908,3066
5588,2411,2610
5589,2734,2694
5590,1947,3108
5591,2043,2676
5592,2995,2304
5593,2593,2976
5594,1681,2466
5595,2163,2202
5596,3767,2610
5597,3192,2598
5598,1968,2628
5599,2059,2400
5600,2211,2484
5601,3550,2016
5602,2814,2820
5603,2751,2556
5604,3196,2928
5605,2488,2298
5606,2375,3150
5607,2512,2760
5608,2422,2688
5609,4611,3168
5610,2408,2496
5611,2155,2616
5612,2545,2148
5613,3012,2430
5614,2027,2046
5615,3422,2742
5616,2652,2058
5617,2264,3186
5618,1700,2076
5619,2872,2058
5620,3216,2556
5621,2011,2304
5622,2464,2160
5623,2661,2208
5624,3447,2070
5625,2414,2478
5626,2905,2448
5627,2020,2232
5628,2322,2112
5629,3459,2790
5630,2136,2736
5631,2274,3300
5632,2549,2070
5633,2387,2316
5634,2607,2340
5635,2638,2352
5636,2905,3006
5637,3044,2286
5638,3029,2508
5639,2383,2892
5640,2563,2214
5641,2271,2550
5642,2071,2136
5643,3086,2508
5644,3023,2196
5645,3061,2334
5646,2891,3300
5647,2022,2946
5648,3129,2502
5649,1934,2556
5650,2877,2526
5651,2591,2490
5652,1955,2538
5653,3133,2028
5654,1951,2154
5655,2223,1968
5656,2909,2094
5657,2124,2124
5658,3234,2454
5659,2173,3408
5660,1945,2454
5661,4801,2196
5662,2559,2094
5663,2750,2226
5664,2297,3408
5665,2748,2514
5666,2648,2604
5667,3086,2778
5668,3294,2448
5669,3659,3900
5670,2139,3606
5671,1947,2568
5672,2801,2514
5673,2533,3360
5674,3850,3324
5675,2697,3120
5676,2591,2394
5677,2401,2964
5678,2610,2610
5679,2488,1800
5680,2193,2430
5681,4554,2292
5682,2126,2628
5683,2461,2688
5684,2831,2208
5685,2153,2460
5686,3632,4302
5687,2964,2010
5688,2790,2022
5689,2550,2508
5690,1900,2724
5691,2933,2400
5692,2473,2268
5693,2445,2484
5694,2571,2010
5695,3341,2490
5696,2094,2676
5697,2257,3996
5698,2287,1920
5699,2686,2508
5700,2160,2088
5701,2514,2082
5702,3318,2454
5703,2306,1968
5704,1772,2898
5705,2021,3630
5706,2477,2304
5707,2695,2406
5708,3382,2058
5709,2338,2598
5710,1598,2424
5711,2241,2862
5712,1764,3006
5713,3061,3444
5714,2492,4122
5715,2811,2286
5716,2241,2484
5717,2968,2844
5718,2587,2454
5719,2340,2982
5720,2427,2466
5721,3088,2436
5722,3021,2802
5723,2469,2880
5724,2990,2460
5725,3272,3090
5726,2332,4104
5727,2849,1974
5728,1890,2064
5729,2210,2940
5730,2581,1968
5731,2292,1986
5732,3216,1836
5733,2818,2448
5734,3109,2304
5735,2828,2814
5736,3458,4524
5737,1960,3144
5738,2306,3078
5739,2273,1944
5740,3164,1932
5741,3226,3252
5742,2163,2466
5743,3492,2316
5744,2927,4152
5745,2521,2100
5746,2342,2514
5747,2737,2262
5748,3292,2706
5749,2637,4350
5750,2649,2394
5751,2477,2286
5752,2352,2562
5753,2887,2526
5754,2552,2496
5755,2587,2634
5756,2899,2622
5757,2669,2496
5758,2609,1962
5759,2430,2442
5760,2942,2154
5761,2346,2520
5762,2493,2778
5763,2214,2718
5764,2674,3150
5765,2639,1830
5766,2329,3054
5767,2756,2208
5768,1667,2376
5769,3825,2208
5770,2886,2448
5771,2384,2940
5772,2131,2394
5773,2186,2274
5774,2437,2202
5775,2506,2430
5776,2554,2484
5777,2534,1734
5778,2970,2688
5779,2984,2916
5780,3568,2100
5781,2726,3408
5782,2558,2418
5783,2846,2910
5784,3346,3732
5785,2523,2142
5786,2072,2292
5787,2066,2586
5788,2099,2328
5789,2265,3864
5790,3952,2760
5791,3250,3108
5792,2716,2586
5793,2069,2760
5794,4137,2784
5795,2912,2448
5796,3246,2160
5797,2589,1812
5798,2271,2784
5799,3120,2580
5800,2799,2562
5801,3012,3282
5802,2273,2844
5803,2196,2298
5804,3536,2154
5805,2568,2202
5806,2928,2934
5807,2734,3252
5808,3603,2424
5809,1924,2478
5810,2474,2124
5811,2471,2562
5812,2659,2334
5813,3254,2472
5814,2044,3246
5815,2119,2652
5816,2608,2598
5817,2553,1956
5818,2579,3390
5819,2173,2328
5820,2474,2334
5821,2799,2472
5822,2134,2808
5823,2267,2610
5824,2582,2142
5825,2008,2550
5826,2774,2460
5827,2130,3132
5828,3359,2598
5829,2367,2616
5830,2163,3294
5831,2959,2550
5832,2516,2964
5833,2836,2214
5834,2713,2100
5835,3474,2694
5836,3288,1890
5837,2604,2754
5838,1894,2340
5839,2897,1932
5840,2456,2706
5841,2170,2592
5842,2032,2454
5843,1954,2178
5844,2844,2766
5845,1634,3492
5846,2818,1818
5847,2630,2586
5848,2734,2040
5849,2425,1998
5850,2180,2310
5851,1814,3576
5852,2574,1830
5853,2113,2220
5854,3381,3036
5855,2859,2706
5856,2253,3498
5857,2251,2874
5858,1929,2064
5859,2381,2214
5860,2622,2640
5861,2012,2646
5862,3308,3210
5863,2887,1830
5864,2319,2616
5865,2706,2514
5866,2081,3024
5867,2435,3504
5868,2028,3006
5869,2092,2376
5870,2410,3402
5871,2822,2130
5872,2766,2748
5873,2061,2490
5874,2161,2118
5875,2047,2184
5876,2186,2928
5877,3490,2406
5878,2377,1872
5879,2566,2946
5880,2405,3012
5881,1951,2382
5882,3511,2244
5883,2711,2700
5884,3063,2424
5885,3691,2106
5886,2895,2568
5887,4073,3300
5888,2112,2610
5889,2836,2640
5890,2932,2112
5891,2931,3252
5892,2709,2220
5893,2508,3162
5894,2184,2232
5895,2297,3426
5896,2794,2460
5897,2238,2610
5898,2675,1932
5899,2322,2796
5900,3289,2784
5901,2282,2712
5902,2936,2064
5903,2914,2286
5904,1818,2772
5905,2432,2220
5906,2934,2466
5907,3404,2250
5908,2993,3426
5909,2962,3162
5910,2271,3018
5911,2683,3552
5912,3090,3888
5913,2911,2238
5914,2478,2532
5915,2202,3054
5916,3440,2760
5917,1959,2826
5918,2912,2382
5919,2560,2226
5920,2530,2208
5921,2587,3306
5922,2894,3030
5923,2456,2280
5924,2592,3096
5925,3552,2640
5926,3877,2394
5927,2876,2184
5928,1708,2778
5929,1907,2778
5930,3187,2670
5931,2363,1884
5932,3770,2442
5933,2497,1992
5934,2332,2208
5935,2435,2790
5936,3443,2298
5937,2107,4398
5938,2442,2376
5939,2771,2340
5940,3295,3486
5941,2960,3204
5942,2601,3030
5943,2347,2106
5944,2719,2574
5945,1793,2658
5946,2706,3144
5947,2541,1890
5948,2616,2922
5949,2337,2064
5950,3885,2316
5951,2729,1722
5952,2443,2586
5953,3719,2694
5954,2300,2196
5955,2419,2082
5956,4701,2904
5957,2424,2532
5958,3285,4794
5959,2215,2934
5960,2763,1926
5961,2169,2430
5962,3110,2910
5963,3345,2580
5964,2968,2952
5965,4980,2610
5966,2027,2514
5967,2337,3300
5968,2932,3090
5969,2808,3072
5970,2911,2412
5971,2500,3216
5972,2322,2862
5973,1923,2334
5974,2078,3144
5975,2047,2556
5976,2139,2604
5977,2097,3012
5978,2918,2190
5979,3271,2520
5980,2686,2808
5981,2462,2232
5982,2510,2976
5983,2214,2802
5984,3414,2682
5985,2934,2322
5986,2666,3774
5987,4086,2934
5988,2107,2010
5989,2050,3084
5990,2337,2934
5991,2769,2058
5992,2348,2316
5993,2534,2736
5994,2500,2556
5995,2655,2862
5996,2949,2772
5997,3946,2190
5998,2509,4104
5999,2295,2454
6000,2693,2526
6001,1876,2196
6002,2839,3408
6003,2968,2706
6004,2731,2706
6005,3247,2190
6006,2331,3114
6007,2208,2880
6008,2062,2778
6009,2734,2286
6010,3495,1884
6011,2015,2490
6012,5719,3228
6013,2952,2700
6014,2541,2538
6015,2149,2928
6016,2724,2280
6017,3011,2448
6018,2230,2502
6019,2192,2160
6020,2114,2142
6021,2787,2028
6022,2608,1908
6023,3627,2616
6024,3038,2706
6025,1935,2544
6026,3008,4626
6027,2149,2580
6028,2694,2262
6029,2224,2484
6030,3005,2700
6031,2544,2664
6032,2416,3210
6033,2513,3210
6034,2207,2700
6035,2094,2226
6036,3764,1992
6037,2353,2718
6038,1890,2364
6039,2113,2958
6040,2574,2232
6041,2843,2268
6042,2752,3246
6043,1968,2394
6044,2713,3732
6045,2258,2406
6046,2711,3108
6047,2519,2352
6048,2315,3600
6049,2634,2928
6050,2355,2550
6051,2639,1860
6052,2839,3084
6053,2614,2670
6054,2411,2430
6055,2718,2112
6056,2722,2832
6057,2804,2100
6058,2374,2208
6059,2347,2544
6060,4117,2076
6061,3726,2130
6062,3142,2646
6063,2420,2220
6064,3444,3120
6065,2309,2088
6066,4191,2856
6067,2644,2412
6068,3320,2400
6069,2595,2670
6070,1971,2694
6071,2396,2784
6072,2102,2580
6073,2260,2262
6074,2676,2454
6075,2454,3348
6076,2346,2898
6077,2648,2514
6078,2350,2850
6079,3225,2946
6080,2371,3786
6081,4184,2358
6082,2258,2436
6083,2566,2346
6084,3380,3594
6085,2074,2274
6086,2572,3000
6087,3563,3210
6088,4538,3198
6089,3197,2142
6090,2478,2778
6091,2533,2262
6092,2091,2388
6093,2392,2592
6094,1981,2784
6095,2195,2118
6096,2830,2880
6097,2337,2376
6098,3595,2358
6099,2643,2724
6100,2298,2034
6101,3840,2934
6102,2040,2718
6103,3200,2292
6104,2390,3222
6105,2840,2484
6106,2703,1848
6107,2432,2622
6108,3713,2418
6109,3052,2166
6110,2241,2886
6111,2396,2304
6112,2524,1998
6113,2612,2070
6114,2381,3390
6115,2361,2562
6116,2390,2892
6117,2671,2154
6118,2193,2508
6119,2750,2442
6120,3322,2106
6121,2110,3540
6122,3192,2088
6123,2184,2292
6124,2064,2988
6125,2579,2262
6126,2490,3318
6127,2918,2670
6128,2766,2190
6129,2937,2502
6130,3236,1728
6131,2426,2058
6132,3215,2382
6133,2534,3408
6134,2316,3012
6135,2277,2028
6136,2465,2130
6137,2330,2238
6138,2842,2676
6139,2141,2244
6140,3309,2490
6141,2010,3276
6142,2222,3030
6143,2343,2076
6144,1780,3060
6145,2332,2148
6146,2277,2274
6147,2110,3024
6148,3530,2820
6149,2497,3438
6150,2140,3006
6151,2808,2910
6152,2113,2544
6153,2849,2748
6154,3287,2412
6155,3839,3672
6156,2517,2262
6157,3022,2916
6158,3065,3636
6159,2533,2430
6160,2740,3270
6161,3434,2532
6162,3703,2046
6163,2710,4098
6164,2425,2652
6165,2339,2040
6166,2320,2304
6167,1929,2484
6168,2395,3282
6169,2532,2286
6170,3495,2526
6171,2342,3762
6172,2612,2280
6173,2183,3066
6174,2275,3450
6175,2168,2700
6176,2707,2328
6177,2239,2676
6178,2430,2598
6179,2056,2550
6180,2698,2346
6181,2961,2106
6182,2549,2040
6183,1777,2154
6184,2246,1968
6185,2259,2214
6186,3021,3132
6187,1915,2706
6188,2646,1566
6189,2112,2844
6190,2082,2640
6191,2256,4014
6192,2231,1908
6193,2544,1968
6194,2390,3324
6195,2226,3084
6196,2174,2544
6197,2195,2610
6198,3081,3498
6199,2195,2238
6200,2948,2466
6201,3425,3180
6202,2446,1710
6203,3097,2046
6204,2424,1986
6205,2510,2892
6206,2774,2814
6207,2652,2358
6208,3124,2610
6209,3398,2310
6210,3047,4002
6211,2832,4548
6212,2623,2256
6213,2943,2370
6214,3465,2952
6215,2656,1704
6216,2893,2316
6217,2132,2160
6218,2405,2280
6219,2281,2586
6220,2548,2022
6221,1987,2154
6222,2932,3534
6223,2420,2808
6224,1919,2046
6225,3156,2526
6226,1768,2832
6227,2293,2694
6228,3044,3318
6229,2345,2262
6230,2135,2016
6231,3033,2466
6232,3445,2232
6233,2802,2490
6234,2663,2376
6235,2455,2652
6236,2233,2136
6237,2188,2550
6238,2002,2166
6239,2393,2742
6240,2512,2796
6241,2487,3072
6242,2377,1992
6243,2449,2400
6244,2689,2190
6245,2653,2448
6246,2585,2610
6247,2617,2544
6248,2673,2724
6249,2987,2394
6250,2730,3108
6251,2193,2172
6252,2870,3246
6253,2627,3534
6254,2509,2886
6255,2621,2226
6256,2819,2778
6257,2253,3150
6258,2817,1956
6259,2471,2454
6260,3051,2286
6261,2791,2658
6262,2407,2520
6263,2007,2568
6264,3407,2076
6265,2112,2874
6266,2307,1992
6267,2537,2238
6268,2331,2592
6269,2425,2634
6270,2156,2442
6271,2818,2916
6272,2587,2616
6273,2284,2856
6274,2533,2496
6275,2281,2592
6276,1921,1968
6277,2257,3138
6278,2658,2172
6279,2564,3048
6280,2607,2430
6281,3594,3186
6282,2594,4074
6283,2183,4446
6284,3368,2772
6285,2818,1656
6286,3420,1926
6287,2494,2970
6288,1742,2952
6289,2778,3516
6290,2260,2382
6291,3156,2646
6292,3146,2406
6293,2428,2646
6294,2185,2406
6295,2142,2364
6296,2578,2328
6297,2933,2388
6298,3273,2406
6299,2811,4626
6300,2335,2082
6301,2590,2742
6302,1989,3222
6303,2090,2796
6304,2465,2388
6305,2919,2034
6306,3008,3024
6307,2121,3138
6308,2482,3354
6309,2339,2688
6310,2734,2250
6311,2870,2772
6312,3123,3096
6313,3267,2244
6314,1945,3282
6315,2548,2502
6316,2757,2226
6317,3561,3636
6318,4277,2742
6319,1953,2754
6320,2416,4680
